rad_haplotyper -v SNP_20231004_n540_basic.recode.vcf -r reference.fasta -p popmap_n540_OTU -x 16 -o haps_20231004_n540_OTU.vcf --genepop haps_20231004_n540_OTU.gp
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_28120	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2814	2	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_28141	2	3	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_28144	7	9	528	540	0.978	PASSED	2	4	6	
dDocent_Contig_28147	1	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_28148	2	4	463	540	0.857	FILTERED	0	0	77	Missing data
dDocent_Contig_28151	2	3	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_28165	7	15	439	540	0.813	FILTERED	1	38	62	Missing data
dDocent_Contig_28167	4	4	498	540	0.922	PASSED	0	1	41	
dDocent_Contig_28194	5	5	531	540	0.983	PASSED	3	1	5	
dDocent_Contig_2820	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_28201	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_28203	2	3	510	540	0.944	PASSED	12	0	18	
dDocent_Contig_28204	5	9	513	540	0.950	PASSED	5	4	18	
dDocent_Contig_28205	3	4	529	540	0.980	PASSED	6	0	5	
dDocent_Contig_28209	7	23	457	540	0.846	FILTERED	2	71	10	Missing data
dDocent_Contig_28211	4	6	460	540	0.852	FILTERED	0	32	48	Missing data
dDocent_Contig_28215	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_28216	3	6	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_28217	4	5	475	540	0.880	FILTERED	1	0	64	Missing data
dDocent_Contig_28218	1	2	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_28223	2	4	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_28226	3	4	498	540	0.922	PASSED	31	0	11	
dDocent_Contig_28233	5	11	534	540	0.989	PASSED	0	1	5	
dDocent_Contig_28244	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_2826	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_28260	7	22	479	540	0.887	FILTERED	0	12	49	Missing data
dDocent_Contig_28270	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_28277	2	3	505	540	0.935	PASSED	2	0	33	
dDocent_Contig_28281	2	3	535	540	0.991	PASSED	5	0	0	
dDocent_Contig_28283	4	9	532	540	0.985	PASSED	0	5	3	
dDocent_Contig_28286	4	5	528	540	0.978	PASSED	3	1	8	
dDocent_Contig_28293	6	6	526	540	0.974	PASSED	3	0	11	
dDocent_Contig_28307	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_28313	2	3	465	540	0.861	FILTERED	0	0	75	Missing data
dDocent_Contig_28318	2	3	459	540	0.850	FILTERED	0	0	81	Missing data
dDocent_Contig_28321	3	4	537	540	0.994	PASSED	3	0	0	
dDocent_Contig_28323	1	2	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_28327	6	10	518	540	0.959	PASSED	1	11	10	
dDocent_Contig_28329	3	6	535	540	0.991	PASSED	1	0	4	
dDocent_Contig_28330	2	2	473	540	0.876	FILTERED	0	0	67	Missing data
dDocent_Contig_28353	2	3	534	540	0.989	PASSED	0	1	5	
dDocent_Contig_28354	3	8	527	540	0.976	PASSED	0	2	11	
dDocent_Contig_28363	6	7	434	540	0.804	FILTERED	46	0	60	Missing data
dDocent_Contig_28364	5	3	517	540	0.957	PASSED	1	2	20	
dDocent_Contig_2838	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_28380	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_28382	3	4	506	540	0.937	PASSED	19	0	15	
dDocent_Contig_28386	2	3	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_28387	5	3	507	540	0.939	PASSED	1	0	32	
dDocent_Contig_28391	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_2842	2	3	527	540	0.976	PASSED	1	0	12	
dDocent_Contig_28420	1	2	470	540	0.870	FILTERED	0	0	70	Missing data
dDocent_Contig_2843	1	2	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_28445	2	3	487	540	0.902	PASSED	0	2	51	
dDocent_Contig_28450	4	8	478	540	0.885	FILTERED	1	3	58	Missing data
dDocent_Contig_28465	1	2	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_28475	1	2	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_28485	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2849	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_28497	2	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_28504	6	14	530	540	0.981	PASSED	10	0	0	
dDocent_Contig_28505	7	7	468	540	0.867	FILTERED	4	5	63	Missing data
dDocent_Contig_28506	3	4	524	540	0.970	PASSED	0	1	15	
dDocent_Contig_28509	7	7	524	540	0.970	PASSED	2	0	14	
dDocent_Contig_28516	2	3	500	540	0.926	PASSED	0	11	29	
dDocent_Contig_2852	2	3	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_28522	5	6	504	540	0.933	PASSED	1	0	35	
dDocent_Contig_2853	2	3	475	540	0.880	FILTERED	43	1	21	Missing data
dDocent_Contig_28542	6	13	446	540	0.826	FILTERED	6	50	38	Missing data
dDocent_Contig_28544	2	3	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_28545	2	3	498	540	0.922	PASSED	1	0	41	
dDocent_Contig_28547	3	5	339	540	0.628	FILTERED	0	136	65	Missing data
dDocent_Contig_28548	8	5	458	540	0.848	FILTERED	2	0	80	Missing data
dDocent_Contig_28553	5	6	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_28555	8	14	532	540	0.985	PASSED	7	1	0	
dDocent_Contig_2856	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_28562	4	5	513	540	0.950	PASSED	4	2	21	
dDocent_Contig_28567	1	2	487	540	0.902	PASSED	0	0	53	
dDocent_Contig_2857	1	2	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_28570	8	7	485	540	0.898	FILTERED	1	1	53	Missing data
dDocent_Contig_28572	1	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_28579	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28583	10	8	500	540	0.926	PASSED	3	3	34	
dDocent_Contig_28586	1	2	474	540	0.878	FILTERED	0	0	66	Missing data
dDocent_Contig_28594	2	3	527	540	0.976	PASSED	1	0	12	
dDocent_Contig_28599	2	2	476	540	0.881	FILTERED	0	3	61	Missing data
dDocent_Contig_28609	7	7	526	540	0.974	PASSED	2	4	8	
dDocent_Contig_28616	3	4	533	540	0.987	PASSED	3	3	1	
dDocent_Contig_28649	5	5	528	540	0.978	PASSED	1	0	11	
dDocent_Contig_28651	8	10	533	540	0.987	PASSED	2	5	0	
dDocent_Contig_28654	9	14	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_28656	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_28682	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28688	2	3	465	540	0.861	FILTERED	0	23	52	Missing data
dDocent_Contig_28690	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_28692	6	14	506	540	0.937	PASSED	3	2	29	
dDocent_Contig_28697	3	5	535	540	0.991	PASSED	0	1	4	
dDocent_Contig_28701	5	11	516	540	0.956	PASSED	1	1	22	
dDocent_Contig_28708	4	4	118	540	0.219	FILTERED	0	354	68	Missing data
dDocent_Contig_28712	5	5	513	540	0.950	PASSED	1	2	24	
dDocent_Contig_28722	2	2	477	540	0.883	FILTERED	0	0	63	Missing data
dDocent_Contig_28731	2	3	500	540	0.926	PASSED	3	0	37	
dDocent_Contig_28732	11	16	511	540	0.946	PASSED	2	22	5	
dDocent_Contig_28735	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_28738	6	9	464	540	0.859	FILTERED	0	10	66	Missing data
dDocent_Contig_28740	3	5	495	540	0.917	PASSED	0	1	44	
dDocent_Contig_28746	1	2	498	540	0.922	PASSED	0	0	42	
dDocent_Contig_28749	2	4	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_2876	2	2	537	540	0.994	PASSED	1	0	2	
dDocent_Contig_28768	5	6	506	540	0.937	PASSED	3	1	30	
dDocent_Contig_2877	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_28778	3	6	440	540	0.815	FILTERED	47	3	50	Missing data
dDocent_Contig_2878	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_2879	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_28797	4	10	522	540	0.967	PASSED	8	5	5	
dDocent_Contig_28799	3	6	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_2880	1	2	515	540	0.954	PASSED	0	0	25	
dDocent_Contig_28800	1	2	473	540	0.876	FILTERED	0	0	67	Missing data
dDocent_Contig_28802	5	14	469	540	0.869	FILTERED	2	3	66	Missing data
dDocent_Contig_28813	4	6	536	540	0.993	PASSED	0	3	1	
dDocent_Contig_28815	5	5	448	540	0.830	FILTERED	1	38	53	Missing data
dDocent_Contig_2882	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_28829	2	4	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_2885	4	6	453	540	0.839	FILTERED	19	3	65	Missing data
dDocent_Contig_28850	1	2	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_28868	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_28875	2	4	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_28884	2	3	487	540	0.902	PASSED	0	10	43	
dDocent_Contig_28887	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_28889	3	3	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_28890	6	9	527	540	0.976	PASSED	0	13	0	
dDocent_Contig_28895	5	9	468	540	0.867	FILTERED	0	13	59	Missing data
dDocent_Contig_28916	6	5	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_28918	2	2	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_28924	4	8	462	540	0.856	FILTERED	1	2	75	Missing data
dDocent_Contig_28927	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_28930	1	2	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_28936	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_28940	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_28944	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_28946	1	2	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_28952	5	6	528	540	0.978	PASSED	2	0	10	
dDocent_Contig_28956	3	4	528	540	0.978	PASSED	1	0	11	
dDocent_Contig_28957	11	4	9	540	0.017	FILTERED	0	477	54	Missing data
dDocent_Contig_2896	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_28960	2	3	532	540	0.985	PASSED	5	1	2	
dDocent_Contig_28961	1	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_2897	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_28976	7	5	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_2898	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28986	3	3	521	540	0.965	PASSED	0	5	14	
dDocent_Contig_28988	2	2	470	540	0.870	FILTERED	0	2	68	Missing data
dDocent_Contig_2899	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_28996	7	8	518	540	0.959	PASSED	2	7	13	
dDocent_Contig_29014	4	9	511	540	0.946	PASSED	1	1	27	
dDocent_Contig_29037	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_29040	3	3	526	540	0.974	PASSED	4	0	10	
dDocent_Contig_29046	4	5	515	540	0.954	PASSED	1	18	6	
dDocent_Contig_29048	7	11	214	540	0.396	FILTERED	210	58	58	Missing data
dDocent_Contig_2905	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_29050	4	5	518	540	0.959	PASSED	4	5	13	
dDocent_Contig_29058	4	6	484	540	0.896	FILTERED	1	0	55	Missing data
dDocent_Contig_2906	1	2	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_29068	1	2	498	540	0.922	PASSED	0	0	42	
dDocent_Contig_29077	2	3	511	540	0.946	PASSED	1	0	28	
dDocent_Contig_2908	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_29083	4	6	505	540	0.935	PASSED	2	10	23	
dDocent_Contig_29090	2	3	490	540	0.907	PASSED	4	0	46	
dDocent_Contig_29102	1	2	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_29104	4	11	522	540	0.967	PASSED	2	9	7	
dDocent_Contig_29109	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2911	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_29111	1	2	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_29118	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_29135	3	5	470	540	0.870	FILTERED	0	2	68	Missing data
dDocent_Contig_29138	1	2	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_29146	7	7	450	540	0.833	FILTERED	0	40	50	Missing data
dDocent_Contig_2915	2	2	524	540	0.970	PASSED	0	0	16	
dDocent_Contig_29150	4	4	488	540	0.904	PASSED	4	1	47	
dDocent_Contig_29161	4	4	422	540	0.781	FILTERED	42	0	76	Missing data
dDocent_Contig_29169	3	5	523	540	0.969	PASSED	0	1	16	
dDocent_Contig_2917	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_29172	2	3	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_29179	2	3	533	540	0.987	PASSED	0	4	3	
dDocent_Contig_2918	4	3	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_29184	2	3	494	540	0.915	PASSED	2	3	41	
dDocent_Contig_29197	3	4	525	540	0.972	PASSED	3	8	4	
dDocent_Contig_29204	4	7	508	540	0.941	PASSED	1	3	28	
dDocent_Contig_29209	4	5	457	540	0.846	FILTERED	1	5	77	Missing data
dDocent_Contig_29210	7	13	519	540	0.961	PASSED	3	13	5	
dDocent_Contig_29212	1	2	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_29225	5	9	368	540	0.681	FILTERED	0	81	91	Missing data
dDocent_Contig_29229	7	16	447	540	0.828	FILTERED	6	8	79	Missing data
dDocent_Contig_29232	1	2	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_29241	6	6	461	540	0.854	FILTERED	12	1	66	Missing data
dDocent_Contig_29246	10	8	502	540	0.930	PASSED	0	5	33	
dDocent_Contig_29253	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_29256	3	4	497	540	0.920	PASSED	0	1	42	
dDocent_Contig_29260	3	4	537	540	0.994	PASSED	2	0	1	
dDocent_Contig_29264	2	3	466	540	0.863	FILTERED	0	0	74	Missing data
dDocent_Contig_29270	2	3	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_29274	7	8	531	540	0.983	PASSED	1	1	7	
dDocent_Contig_29276	3	4	514	540	0.952	PASSED	6	0	20	
dDocent_Contig_29278	3	3	71	540	0.131	FILTERED	0	395	74	Missing data
dDocent_Contig_29283	3	3	529	540	0.980	PASSED	1	0	10	
dDocent_Contig_29285	4	3	374	540	0.693	FILTERED	0	80	86	Missing data
dDocent_Contig_29291	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_29292	5	8	443	540	0.820	FILTERED	4	56	37	Missing data
dDocent_Contig_29293	3	4	523	540	0.969	PASSED	16	1	0	
dDocent_Contig_29302	3	6	485	540	0.898	FILTERED	1	49	5	Missing data
dDocent_Contig_29313	3	4	459	540	0.850	FILTERED	0	1	80	Missing data
dDocent_Contig_29320	3	6	537	540	0.994	PASSED	1	0	2	
dDocent_Contig_29321	3	4	522	540	0.967	PASSED	0	2	16	
dDocent_Contig_29322	3	5	529	540	0.980	PASSED	2	0	9	
dDocent_Contig_29334	5	8	467	540	0.865	FILTERED	4	44	25	Missing data
dDocent_Contig_29343	2	3	419	540	0.776	FILTERED	27	10	84	Missing data
dDocent_Contig_29347	4	8	516	540	0.956	PASSED	5	1	18	
dDocent_Contig_29349	3	6	460	540	0.852	FILTERED	0	3	77	Missing data
dDocent_Contig_29355	1	2	482	540	0.893	FILTERED	0	0	58	Missing data
dDocent_Contig_29357	3	6	435	540	0.806	FILTERED	3	63	39	Missing data
dDocent_Contig_29360	6	15	455	540	0.843	FILTERED	64	6	15	Missing data
dDocent_Contig_29367	5	6	458	540	0.848	FILTERED	2	8	72	Missing data
dDocent_Contig_29369	6	12	294	540	0.544	FILTERED	166	10	70	Missing data
dDocent_Contig_2937	4	6	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_29372	4	5	515	540	0.954	PASSED	3	0	22	
dDocent_Contig_2938	2	2	467	540	0.865	FILTERED	0	0	73	Missing data
dDocent_Contig_29380	2	3	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_29389	2	3	466	540	0.863	FILTERED	2	0	72	Missing data
dDocent_Contig_29394	3	4	462	540	0.856	FILTERED	1	0	77	Missing data
dDocent_Contig_29400	5	9	489	540	0.906	PASSED	2	3	46	
dDocent_Contig_29408	2	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_29411	5	5	522	540	0.967	PASSED	0	12	6	
dDocent_Contig_29412	4	6	497	540	0.920	PASSED	0	0	43	
dDocent_Contig_29421	4	6	367	540	0.680	FILTERED	104	12	57	Missing data
dDocent_Contig_2943	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_29436	3	4	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_29437	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_2944	4	5	450	540	0.833	FILTERED	61	8	21	Missing data
dDocent_Contig_29442	2	3	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_29443	6	8	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_29448	1	2	471	540	0.872	FILTERED	0	0	69	Missing data
dDocent_Contig_2945	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_29450	3	6	457	540	0.846	FILTERED	1	0	82	Missing data
dDocent_Contig_29451	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_29453	2	4	436	540	0.807	FILTERED	2	22	80	Missing data
dDocent_Contig_29457	5	6	534	540	0.989	PASSED	2	1	3	
dDocent_Contig_29459	3	4	467	540	0.865	FILTERED	1	0	72	Missing data
dDocent_Contig_2946	2	3	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_29460	2	4	495	540	0.917	PASSED	2	1	42	
dDocent_Contig_29463	3	5	481	540	0.891	FILTERED	6	0	53	Missing data
dDocent_Contig_29469	9	12	224	540	0.415	FILTERED	3	307	6	Missing data
dDocent_Contig_2947	4	6	510	540	0.944	PASSED	3	0	27	
dDocent_Contig_29471	3	4	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_29475	4	5	448	540	0.830	FILTERED	1	11	80	Missing data
dDocent_Contig_29489	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_29492	4	5	494	540	0.915	PASSED	0	1	45	
dDocent_Contig_29496	4	9	532	540	0.985	PASSED	2	3	3	
dDocent_Contig_2950	3	3	537	540	0.994	PASSED	2	0	1	
dDocent_Contig_29510	4	6	447	540	0.828	FILTERED	1	12	80	Missing data
dDocent_Contig_29512	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_29524	7	12	459	540	0.850	FILTERED	5	2	74	Missing data
dDocent_Contig_29526	4	4	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_2953	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_29539	1	2	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_2954	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_29545	11	15	483	540	0.894	FILTERED	0	18	39	Missing data
dDocent_Contig_29548	1	2	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_2955	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_2956	3	3	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_29572	3	2	47	540	0.087	FILTERED	0	476	17	Missing data
dDocent_Contig_2958	3	3	535	540	0.991	PASSED	2	1	2	
dDocent_Contig_29590	3	4	511	540	0.946	PASSED	3	0	26	
dDocent_Contig_29595	2	3	509	540	0.943	PASSED	0	11	20	
dDocent_Contig_29603	2	4	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_29604	7	16	331	540	0.613	FILTERED	0	173	36	Missing data
dDocent_Contig_29611	2	4	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_29616	1	2	485	540	0.898	FILTERED	0	0	55	Missing data
dDocent_Contig_29621	1	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_2963	3	3	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_29636	1	2	511	540	0.946	PASSED	0	0	29	
dDocent_Contig_29637	3	4	498	540	0.922	PASSED	0	6	36	
dDocent_Contig_29666	1	2	462	540	0.856	FILTERED	0	0	78	Missing data
dDocent_Contig_29681	3	5	484	540	0.896	FILTERED	1	0	55	Missing data
dDocent_Contig_29683	5	9	509	540	0.943	PASSED	1	0	30	
dDocent_Contig_29684	2	3	505	540	0.935	PASSED	0	4	31	
dDocent_Contig_2969	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_29695	3	5	503	540	0.931	PASSED	3	1	33	
dDocent_Contig_2970	4	6	483	540	0.894	FILTERED	0	49	8	Missing data
dDocent_Contig_29718	1	2	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_29724	5	11	535	540	0.991	PASSED	1	4	0	
dDocent_Contig_2973	2	3	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_29730	5	9	486	540	0.900	PASSED	7	2	45	
dDocent_Contig_29736	3	5	511	540	0.946	PASSED	2	2	25	
dDocent_Contig_29740	9	15	517	540	0.957	PASSED	0	22	1	
dDocent_Contig_29749	1	2	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_29751	7	11	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_29752	6	12	519	540	0.961	PASSED	0	6	15	
dDocent_Contig_29755	2	3	538	540	0.996	PASSED	0	2	0	
dDocent_Contig_29757	6	9	428	540	0.793	FILTERED	3	31	78	Missing data
dDocent_Contig_2976	2	3	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_29760	4	5	526	540	0.974	PASSED	2	2	10	
dDocent_Contig_29768	10	13	507	540	0.939	PASSED	2	25	6	
dDocent_Contig_2977	9	8	526	540	0.974	PASSED	2	11	1	
dDocent_Contig_2978	3	3	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_29788	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_29789	6	9	498	540	0.922	PASSED	1	1	40	
dDocent_Contig_2979	2	4	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_29793	2	4	489	540	0.906	PASSED	0	0	51	
dDocent_Contig_29796	4	7	478	540	0.885	FILTERED	2	1	59	Missing data
dDocent_Contig_29822	1	2	477	540	0.883	FILTERED	0	0	63	Missing data
dDocent_Contig_29828	2	4	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_29836	4	7	519	540	0.961	PASSED	3	12	6	
dDocent_Contig_29837	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_29839	3	6	485	540	0.898	FILTERED	3	13	39	Missing data
dDocent_Contig_29843	7	9	500	540	0.926	PASSED	1	4	35	
dDocent_Contig_29844	4	5	509	540	0.943	PASSED	0	2	29	
dDocent_Contig_29848	1	2	470	540	0.870	FILTERED	0	0	70	Missing data
dDocent_Contig_29850	4	6	421	540	0.780	FILTERED	1	48	70	Missing data
dDocent_Contig_29855	6	9	506	540	0.937	PASSED	1	15	18	
dDocent_Contig_29863	1	2	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_29873	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_29874	4	7	442	540	0.819	FILTERED	22	1	75	Missing data
dDocent_Contig_29881	4	4	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_29885	1	2	487	540	0.902	PASSED	0	0	53	
dDocent_Contig_29887	2	3	505	540	0.935	PASSED	0	2	33	
dDocent_Contig_29890	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_29893	8	10	531	540	0.983	PASSED	0	6	3	
dDocent_Contig_29895	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2991	4	10	525	540	0.972	PASSED	1	1	13	
dDocent_Contig_29918	2	3	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_29925	5	7	463	540	0.857	FILTERED	2	1	74	Missing data
dDocent_Contig_29929	4	1	17	540	0.031	FILTERED	0	467	56	Missing data
dDocent_Contig_29934	1	2	471	540	0.872	FILTERED	0	0	69	Missing data
dDocent_Contig_29955	4	5	534	540	0.989	PASSED	1	5	0	
dDocent_Contig_29970	3	5	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_29971	2	3	532	540	0.985	PASSED	0	1	7	
dDocent_Contig_29981	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_29989	6	9	501	540	0.928	PASSED	0	2	37	
dDocent_Contig_29992	2	3	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_29996	3	8	450	540	0.833	FILTERED	1	58	31	Missing data
dDocent_Contig_29998	2	3	485	540	0.898	FILTERED	0	0	55	Missing data
dDocent_Contig_3001	3	4	443	540	0.820	FILTERED	96	0	1	Missing data
dDocent_Contig_30016	4	10	522	540	0.967	PASSED	1	3	14	
dDocent_Contig_30019	5	11	523	540	0.969	PASSED	4	1	12	
dDocent_Contig_3002	2	3	501	540	0.928	PASSED	37	0	2	
dDocent_Contig_30020	2	3	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_30023	2	3	505	540	0.935	PASSED	1	0	34	
dDocent_Contig_30024	4	5	464	540	0.859	FILTERED	3	0	73	Missing data
dDocent_Contig_30029	4	5	524	540	0.970	PASSED	2	3	11	
dDocent_Contig_30039	3	4	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_30048	5	8	463	540	0.857	FILTERED	21	0	56	Missing data
dDocent_Contig_30056	6	7	534	540	0.989	PASSED	3	1	2	
dDocent_Contig_30062	3	3	529	540	0.980	PASSED	5	1	5	
dDocent_Contig_30066	1	2	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_3007	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_30083	3	5	498	540	0.922	PASSED	4	2	36	
dDocent_Contig_30084	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_30090	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_3010	1	2	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_30101	4	7	469	540	0.869	FILTERED	0	46	25	Missing data
dDocent_Contig_30102	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_30106	5	5	442	540	0.819	FILTERED	1	28	69	Missing data
dDocent_Contig_30110	9	18	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_30115	2	3	493	540	0.913	PASSED	1	0	46	
dDocent_Contig_30124	3	4	523	540	0.969	PASSED	0	1	16	
dDocent_Contig_30126	1	2	488	540	0.904	PASSED	0	0	52	
